DrugID,DrugDBID,Name,Modality,MechanismOfAction,MaxTrialPhase,IsApproved,HasBeenWithdrawn,SMILES,MolecularWeight
D00954,chembl:CHEMBL1580175,CHEMBL:CHEMBL1580175,,,,False,,,
D00955,chembl:CHEMBL1214274,CHEMBL:CHEMBL1214274,,,,False,,,
D00956,iuphar.ligand:983,NEMONAPRIDE,,inhibitor,,False,,,
D00957,chembl:CHEMBL151797,CHEMBL:CHEMBL151797,,,,False,,,
D00958,iuphar.ligand:8019,SB-415286,,,,False,,,
D00959,ncit:C1098,FENRETINIDE,Small molecule,,,True,,,
D00960,chembl:CHEMBL373204,ALPHA-CYPERMETHRIN,,,,False,,,
D00961,chembl:CHEMBL469309,CHEMBL:CHEMBL469309,,,,False,,,
D00962,chembl:CHEMBL1549738,CHEMBL:CHEMBL1549738,,,,False,,,
D00963,rxcui:2348,CHLORAMPHENICOL,,,,True,,,
D00964,rxcui:1311571,ETHYL VANILLIN,,,,True,,,
D00965,chembl:CHEMBL600908,CHEMBL:CHEMBL600908,,,,False,,,
D00966,chembl:CHEMBL75978,5-DEMETHYLNOBILETIN,,,,False,,,
D00967,chembl:CHEMBL1593,ALDOPHOSPHAMIDE,,,,False,,,
D00968,rxcui:10472,THIMEROSAL,,,,True,,,
D00969,iuphar.ligand:2611,ROTTLERIN,,,,False,,,
D00970,chembl:CHEMBL1242017,BIS(2-ETHYLHEXYL) PHTHALATE,,,,False,,,
D00971,rxcui:7813,OXYMETHOLONE,,,,True,,,
D00972,iuphar.ligand:11288,R-VK4-40,,inhibitor,,False,,,
D00973,chembl:CHEMBL156075,CHEMBL:CHEMBL156075,,,,False,,,
D00974,ncit:C84120,PROROXAN HYDROCHLORIDE,,,,False,,,
D00975,chembl:CHEMBL77387,CHEMBL:CHEMBL77387,,,,False,,,
D00976,iuphar.ligand:729,2-ARACHIDONOYLGLYCEROL,,,,False,,,
D00977,chembl:CHEMBL585628,CHEMBL:CHEMBL585628,,,,False,,,
D00978,chembl:CHEMBL602158,CHEMBL:CHEMBL602158,,,,False,,,
D00979,chembl:CHEMBL484853,CARNOSIC ACID,,,,False,,,
D00980,rxcui:746741,PRAMIPEXOLE,Antidyskinetics,agonist,,True,,,
D00981,chembl:CHEMBL17329,CHEMBL:CHEMBL17329,,,,False,,,
D00982,rxcui:232158,ROFECOXIB,small molecule,,,True,,,
D00983,chembl:CHEMBL75267,"7,8-DIHYDROXYFLAVONE",,,,False,,,
D00984,drugbank:DB07995,H-89,,,,False,,,
D00985,iuphar.ligand:5917,AG 9,,,,False,,,
D00986,rxcui:1000112,MEDROXYPROGESTERONE ACETATE,,,,True,,,
D00987,chembl:CHEMBL1256291,CHEMBL:CHEMBL1256291,,,,False,,,
D00988,rxcui:1921877,EDARAVONE,,,,True,,,
D00989,iuphar.ligand:9189,HS665,,agonist,,False,,,
D00990,rxcui:52071,LINOLENIC ACID,,,,True,,,
D00991,iuphar.ligand:750,AM-630,,,,False,,,
D00992,rxcui:1311389,GALLIC ACID,,,,False,,,
D00993,chembl:CHEMBL1415851,CHEMBL:CHEMBL1415851,,,,False,,,
D00994,chembl:CHEMBL133576,ACID BLUE 129,,,,False,,,
D00995,iuphar.ligand:951,7-TRANS-OH-PIPAT,,agonist,,False,,,
D00996,rxcui:1311634,MERCURIC CHLORIDE,,,,False,,,
D00997,ncit:C1216,RETINYL ACETATE,,,,False,,,
D00998,chembl:CHEMBL1556914,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE,,,,False,,,
D00999,iuphar.ligand:2461,CAPSAZEPINE,,,,False,,,
D01000,chembl:CHEMBL1465049,CHEMBL:CHEMBL1465049,,,,False,,,
D01001,drugbank:DB04892,PHENSERINE,small molecule,,,False,,,
D01002,chembl:CHEMBL108851,CHEMBL:CHEMBL108851,,,,False,,,
D01003,chembl:CHEMBL366861,FUMARPROTOCETRARIC ACID,,,,False,,,
D01004,rxcui:2668045,ETRASIMOD,,agonist,,True,,,
D01005,rxcui:2288236,OZANIMOD,small molecule,agonist,,True,,,
D01006,iuphar.ligand:6992,VPC03090-P,,agonist,,False,,,
D01007,iuphar.ligand:9569,ASP4058,,agonist,,False,,,
D01008,rxcui:1012892,FINGOLIMOD,Small molecule,agonist,,True,,,
D01009,iuphar.ligand:9496,A-971432,,agonist,,False,,,
D01010,iuphar.ligand:2930,VPC44116,,agonist,,False,,,
D01011,rxcui:2532300,PONESIMOD,small molecule,agonist,,True,,,
D01012,iuphar.ligand:2925,AUY954,,agonist,,False,,,
D01013,drugbank:DB11987,GSK-2018682,,agonist,,False,,,
D01014,iuphar.ligand:12573,COMPOUND 15 [PMID: 33738061],,inhibitor,,False,,,
D01015,rxcui:2121085,SIPONIMOD,,agonist,,True,,,
D01016,iuphar.ligand:2929,COMPOUND 26 [PMID: 16190743],,agonist,,False,,,
D01017,chembl:CHEMBL2108703,LIPROTAMASE,,,,False,,,
D01018,iuphar.ligand:9492,COMPOUND 43 [PMID: 26751273],,agonist,,False,,,
D01019,iuphar.ligand:911,SPHINGOSINE 1-PHOSPHATE,,agonist,,False,,,
D01020,iuphar.ligand:2924,FINGOLIMOD-PHOSPHATE,,agonist,,False,,,
D01021,iuphar.ligand:2937,AFD(R),,agonist,,False,,,
D01022,iuphar.ligand:9889,RP-101075,,agonist,,False,,,
D01023,rxcui:16681,ACARBOSE,Hypoglycemic Agents,inhibitor,,True,,,
D01024,rxcui:12574,GEMCITABINE,Small Molecule,,,True,,,
D01025,iuphar.ligand:2347,CYCLIC GMP,,activator,,False,,,
D01026,iuphar.ligand:2349,L-(CIS)-DILTIAZEM,,blocker,,False,,,
D01027,drugbank:DB02527,CYCLIC ADENOSINE MONOPHOSPHATE,,activator,,False,,,
D01028,rxcui:10759,TRIAMCINOLONE,Anti-Inflammatory Agents,,,True,,,
D01029,iuphar.ligand:9586,AZ7188,,inhibitor,,False,,,
D01030,rxcui:203144,PRAVASTATIN SODIUM,Small Molecule,,,True,,,
D01031,rxcui:11359,LUTEIN,,,,True,,,
D01032,rxcui:2626143,LECANEMAB,,,,True,,,
D01033,ncit:C28178,PHYTOSTEROL,,,,False,,,
D01034,ncit:C1029,BUTHIONINE SULFOXIMINE,,,,False,,,
D01035,iuphar.ligand:6659,P2PAL18S,,inhibitor,,False,,,
D01036,rxcui:11256,VITAMIN E,,,,True,,,
D01037,iuphar.ligand:12490,AZ2429,,agonist,,False,,,
D01038,iuphar.ligand:6658,GB88,,inhibitor,,False,,,
D01039,rxcui:83818,IRBESARTAN,Antihypertensive Agents,,,True,,,
D01040,iuphar.ligand:3740,SLIGKV-NH2,,agonist,,False,,,
D01041,ncit:C1237,STAUROSPORINE,,,,False,,,
D01042,rxcui:72610,TROGLITAZONE,,,,True,,,
D01043,drugbank:DB17642,AEM-28,,,,False,,,
D01044,iuphar.ligand:3914,TRANS-CINNAMOYL-LIGRLO [N-[3H]PROPIONYL]-NH2,,agonist,,False,,,
D01045,ncit:C247,ACE INHIBITOR,,,,False,,,
D01046,iuphar.ligand:10268,I-191,,inhibitor,,False,,,
D01047,iuphar.ligand:9560,AZ3451,,modulator,,False,,,
D01048,drugbank:DB18345,CN-105,,,,False,,,
D01049,ncit:C1283,RECOMBINANT CYTOKINE,,,,False,,,
D01050,iuphar.ligand:4049,2-FUROYL-LIGRL[N[3H]PROPIONYL]-O-NH2,,agonist,,False,,,
D01051,rxcui:135447,DONEPEZIL,Small Molecule,,,True,,,
D01052,iuphar.ligand:9457,AC-98170,,agonist,,False,,,
D01053,rxcui:340705,HUMAN CHORIONIC GONADOTROPIN,,,,True,,,
D01054,rxcui:4637,GALANTAMINE,Small Molecule,,,True,,,
D01055,iuphar.ligand:12491,I-287,,modulator,,False,,,
D01056,ncit:C265,ANTIDEPRESSANT AGENT,,,,False,,,
D01057,iuphar.ligand:12492,ISOX-CHA-CHG-ALA-ARG-DPR(4FB)-NH2,,agonist,,False,,,
D01058,rxcui:4678,GANCICLOVIR,,,,True,,,
D01059,iuphar.ligand:9570,C391,,inhibitor,,False,,,
D01060,ncit:C574,IMMUNOSUPPRESSANT,,,,False,,,
D01061,iuphar.ligand:9585,AZ8838,,inhibitor,,False,,,
D01062,iuphar.ligand:4050,2-FUROYL-LIGRL[N-(ALEXA FLUOR 594)-O]-NH2,,agonist,,False,,,
D01063,iuphar.ligand:12493,ISOX-CHA-CHG-ARK(SULFO-CY5)-NH2,,agonist,,False,,,
D01064,iuphar.ligand:9455,AY77,,agonist,,False,,,
D01065,iuphar.ligand:9456,AC-55541,,agonist,,False,,,
D01066,iuphar.ligand:9460,AC264613,,agonist,,False,,,
D01067,iuphar.ligand:6660,[3H]2-FUROYL-LIGRL-NH2,,agonist,,False,,,
D01068,iuphar.ligand:3851,2-FUROYL-LIGRLO-AMIDE,,agonist,,False,,,
D01069,iuphar.ligand:6657,GB110,,agonist,,False,,,
D01070,rxcui:203204,BUPROPION HYDROCHLORIDE,Small Molecule,,,True,,,
D01071,rxcui:183379,RIVASTIGMINE,Nootropic Agents,,,True,,,
D01072,rxcui:31983,NORETHINDRONE ACETATE,,,,True,,,
D01073,rxcui:8640,PREDNISONE,Small Molecule,,,True,,,
D01074,iuphar.ligand:3741,SLIGRL-NH2,,agonist,,False,,,
D01075,rxcui:236809,GINKGO BILOBA EXTRACT,,,,True,,,
D01076,rxcui:1309980,SOYBEAN SEED OIL,,,,True,,,
D01077,ncit:C196,"BENZO(A)PYRENE-7,8-DIOL 9,10-EPOXIDE",,,,False,,,
D01078,rxcui:41127,FLUVASTATIN,Small Molecule,,,True,,,
D01079,ncit:C1803,SOY PROTEIN ISOLATE,,,,False,,,
D01080,rxcui:85762,RITONAVIR,,,,True,,,
D01081,rxcui:6470,LORAZEPAM,small molecule,,,True,,,
D01082,rxcui:17511,ALPHA-KETOGLUTARIC ACID,,agonist,,False,,,
D01083,rxcui:235554,METHACYCLINE HYDROCHLORIDE,,,,True,,,
D01084,rxcui:6979,MINOCYCLINE HYDROCHLORIDE,,,,True,,,
D01085,chembl:CHEMBL1160028,TETRAIDOFLUORESCEIN,,,,False,,,
D01086,ncit:C81556,ASCORBYL PALMITATE,,,,False,,,
D01087,rxcui:52582,MESALAMINE,Small Molecule,,,True,,,
D01088,drugbank:DB08660,QUINALIZARIN,,,,False,,,
D01089,ncit:C352,CARUBICIN,,,,False,,,
D01090,rxcui:1656052,CANGRELOR,Small molecule,inhibitor,,True,,,
D01091,rxcui:5650,IDARUBICIN,Antineoplastic Agents,,,True,,,
D01092,iuphar.ligand:5551,WEDELOLACTONE,,,,False,,,
D01093,iuphar.ligand:1368,L-CCG-I,,,,False,,,
D01094,drugbank:DB16871,HEMATOXYLIN,,,,False,,,
D01095,rxcui:1043181,ELLAGIC ACID,,,,False,,,
D01096,chembl:CHEMBL1597273,PERSEITOL,,,,False,,,
D01097,iuphar.ligand:1379,LY367385,,,,False,,,
D01098,rxcui:203129,MITOXANTRONE HYDROCHLORIDE,,,,True,,,
D01099,iuphar.ligand:6307,BENZOQUINONE,,,,False,,,
D01100,rxcui:1368643,CARMINIC ACID,,,,True,,,
D01101,chembl:CHEMBL1355965,DIENOCHLOR,,,,False,,,
D01102,rxcui:150816,IMIPRAMINE HYDROCHLORIDE,small molecule,,,True,,,
D01103,chembl:CHEMBL484640,CHEMBL:CHEMBL484640,,,,False,,,
D01104,ncit:C76666,PROTOPORPHYRIN DISODIUM,,,,False,,,
D01105,chembl:CHEMBL170405,ROBINETIN,,,,False,,,
D01106,chembl:CHEMBL124006,CHEMBL:CHEMBL124006,,,,False,,,
D01107,chembl:CHEMBL1486690,PYRONIN Y,,,,False,,,
D01108,rxcui:10256,SURAMIN,,,,False,,,
D01109,rxcui:2667741,FISETIN,,,,False,,,
D01110,chembl:CHEMBL61133,SULOCHRIN,,,,False,,,
D01111,rxcui:236303,ISOSPAGLUMIC ACID,,,,False,,,
D01112,chembl:CHEMBL399043,THIOLACTOMYCIN,,,,False,,,
D01113,ncit:C75768,QUERCETIN DIHYDRATE,,,,False,,,
D01114,rxcui:7512,NOREPINEPHRINE,small molecule,,,True,,,
D01115,iuphar.ligand:2669,EICOSATETRANOIC ACID,,,,False,,,
D01116,rxcui:1545999,OXYTETRACYCLINE ANHYDROUS,,,,True,,,
D01117,chembl:CHEMBL1606248,IRETOL,,,,False,,,
D01118,ncit:C1177,OLTIPRAZ,,,,False,,,
D01119,rxcui:56161,SENNOSIDE B,,,,False,,,
D01120,chembl:CHEMBL1255647,CHEMBL:CHEMBL1255647,,,,False,,,
D01121,rxcui:1426889,INDIGO,,,,True,,,
D01122,chembl:CHEMBL1440119,IRIGINOL HEXAACEATATE,,,,False,,,
D01123,drugbank:DB02207,7-NITROINDAZOLE,,,,False,,,
D01124,rxcui:2684982,VITEXIN,,,,False,,,
D01125,chembl:CHEMBL172439,SLAZINIC ACID,,,,False,,,
D01126,rxcui:6375,LEVODOPA,Antiparkinson Agents,,,True,,,
D01127,iuphar.ligand:1771,R-138727,,inhibitor,,False,,,
D01128,rxcui:10328,TANNIC ACID,,,,True,,,
D01129,chembl:CHEMBL67535,CHEMBL:CHEMBL67535,,,,False,,,
D01130,iuphar.ligand:3635,N-ARACHIDONOYLGLYCINE,,,,False,,,
D01131,iuphar.ligand:3384,ARL66096,,inhibitor,,False,,,
D01132,iuphar.ligand:1764,2MESAMP,,inhibitor,,False,,,
D01133,chembl:CHEMBL1333189,PROPAZINE,,,,False,,,
D01134,rxcui:214468,DAUNORUBICIN LIPOSOMAL,Chemotherapy,,,True,,,
D01135,chembl:CHEMBL175266,CHEMBL:CHEMBL175266,,,,False,,,
D01136,iuphar.ligand:8015,SB 216763,,,,False,,,
D01137,rxcui:4061,ERYTHROSINE,,,,True,,,
D01138,iuphar.ligand:1347,6-HYDROXYMELATONIN,,,,False,,,
D01139,rxcui:2531311,ROSMARINIC ACID,,,,False,,,
D01140,iuphar.ligand:1755,ADP&BETA;S,,agonist,,False,,,
D01141,iuphar.ligand:1710,2MESADP,,agonist,,False,,,
D01142,ncit:C529,GOSSYPOL,,,,False,,,
D01143,rxcui:8762,PROPANTHELINE BROMIDE,,,,True,,,
D01144,rxcui:21949,CYCLOBENZAPRINE,small molecule,,,True,,,
D01145,chembl:CHEMBL598477,CHEMBL:CHEMBL598477,,,,False,,,
D01146,rxcui:1116632,TICAGRELOR,small molecule,inhibitor,,True,,,
D01147,rxcui:5764,INDAPAMIDE,Antihypertensive Agents,,,True,,,
D01148,iuphar.ligand:1769,INS49266,,inhibitor,,False,,,
D01149,iuphar.ligand:10340,COMPOUND 58L [PMID: 30843696],,inhibitor,,False,,,
D01150,chembl:CHEMBL1305393,CHEMBL:CHEMBL1305393,,,,False,,,
D01151,ncit:C29020,EQUILIN,,,,False,,,
D01152,chembl:CHEMBL313493,METHANESULFONIC ACID METHYL ESTER,,,,False,,,
D01153,chembl:CHEMBL165064,ISOKAEMPFERIDE,,,,False,,,
D01154,drugbank:DB13174,RHEIN,,,,False,,,
D01155,chembl:CHEMBL65675,GALLIC ACID METHYL ESTER,,,,False,,,
D01156,rxcui:1313722,REGRELOR,unknown,inhibitor,,False,,,
D01157,rxcui:8595,POTASSIUM DICHROMATE,,,,False,,,
D01158,chembl:CHEMBL578390,APX-3330,,inhibitor,,False,,,
D01159,ncit:C47967,CEFAMANDOLE SODIUM,,,,False,,,
D01160,ncit:C65857,HOMIDIUM BROMIDE,,,,False,,,
D01161,rxcui:203115,AMPICILLIN TRIHYDRATE,,,,True,,,
D01162,rxcui:1546021,CEFIXIME ANHYDROUS,,,,True,,,
D01163,drugbank:DB02166,PROPIDIUM,,,,False,,,
D01164,iuphar.ligand:3930,JP1302,,,,False,,,
D01165,iuphar.ligand:1756,AR-C67085,,inhibitor,,False,,,
D01166,chembl:CHEMBL179611,CHEMBL:CHEMBL179611,,,,False,,,
D01167,iuphar.ligand:5906,COMPOUND 20O [PMID: 22984835],,inhibitor,,False,,,
D01168,rxcui:1546455,HYPERICIN,,,,False,,,
D01169,iuphar.ligand:1712,ADP,,agonist,,False,,,
D01170,chembl:CHEMBL1451216,CHEMBL:CHEMBL1451216,,,,False,,,
D01171,rxcui:42562,CEPHAPIRIN SODIUM,,,,True,,,
D01172,chembl:CHEMBL483531,ALTENUSIN,,,,False,,,
D01173,chembl:CHEMBL554190,QUINACRINE DIHYDROCHLORIDE,,,,False,,,
D01174,chembl:CHEMBL1256813,CHEMBL:CHEMBL1256813,,,,False,,,
D01175,iuphar.ligand:4264,NBQX,,,,False,,,
D01176,chembl:CHEMBL578741,CHEMBL:CHEMBL578741,,,,False,,,
D01177,drugbank:DB02285,PROTOPORPHYRIN,,,,False,,,
D01178,chembl:CHEMBL47986,ERBSTATIN,,,,False,,,
D01179,ncit:C1316,OXIDOPAMINE,,,,False,,,
D01180,chembl:CHEMBL1224512,HISPIDIN,,,,False,,,
D01181,chembl:CHEMBL599013,CHEMBL:CHEMBL599013,,,,False,,,
D01182,chembl:CHEMBL9470,SHIKONIN,,,,False,,,
D01183,rxcui:132889,LEVONORDEFRIN,,,,True,,,
D01184,chembl:CHEMBL136344,CHEMBL:CHEMBL136344,,,,False,,,
D01185,chembl:CHEMBL275938,AURINTRICARBOXYLIC ACID,,,,False,,,
D01186,chembl:CHEMBL515252,CHEMBL:CHEMBL515252,,,,False,,,
D01187,ncit:C28696,RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,,,,False,,,
D01188,chembl:CHEMBL294264,PURPURIN,,,,False,,,
D01189,iuphar.ligand:1732,AP4A,,inhibitor,,False,,,
D01190,chembl:CHEMBL533293,CHEMBL:CHEMBL533293,,,,False,,,
D01191,rxcui:203117,CEFOTAXIME SODIUM,,,,True,,,
D01192,chembl:CHEMBL2368547,SENNOSIDE A,,,,False,,,
D01193,chembl:CHEMBL19954,CHEMBL:CHEMBL19954,,,,False,,,
D01194,rxcui:221058,AMPICILLIN (ANHYDROUS),,,,True,,,
D01195,ncit:C550,HYCANTHONE,,,,False,,,
D01196,iuphar.ligand:7002,EPIGALLOCATECHIN-3-GALLATE,,,,False,,,
D01197,chembl:CHEMBL413376,SURAMIN HEXASODIUM,,,,False,,,
D01198,drugbank:DB16770,MORIN,,,,False,,,
D01199,rxcui:9471,ROSE BENGAL,,,,False,,,
D01200,iuphar.ligand:6148,COMPOUND 4 [PMID: 23083103],,inhibitor,,False,,,
D01201,iuphar.ligand:1772,CLOPIDOGREL (ACTIVE METABOLITE),,inhibitor,,False,,,
D01202,chembl:CHEMBL354349,EUFLAVINE,,,,False,,,
D01203,iuphar.ligand:5905,COMPOUND 4 [PMID: 22984835],,inhibitor,,False,,,
D01204,chembl:CHEMBL278489,DCMU,,,,False,,,
D01205,chembl:CHEMBL1255865,IOFETAMINE HYDROCHLORIDE,,,,False,,,
D01206,chembl:CHEMBL123,ELLIPTECINE,,,,False,,,
D01207,chembl:CHEMBL1284,"3,4-DIHYDROXYPHENYLACETIC ACID",,,,False,,,
D01208,chembl:CHEMBL1372368,MUNDULONE ACETATE,,,,False,,,
D01209,chembl:CHEMBL469424,ASTERRIC ACID,,,,False,,,
D01210,chembl:CHEMBL1601846,CHEMBL:CHEMBL1601846,,,,False,,,
D01211,chembl:CHEMBL18824,L-NOREPINEPHRINE,,,,False,,,
D01212,ncit:C77945,DEXPROPRANOLOL HYDROCHLORIDE,,,,False,,,
D01213,iuphar.ligand:1766,BX 048,,inhibitor,,False,,,
D01214,chembl:CHEMBL173530,STICTIC ACID,,,,False,,,
D01215,rxcui:81992,DAUNORUBICIN HYDROCHLORIDE,,,,True,,,
D01216,ncit:C81340,NORDEFRIN,,,,False,,,
D01217,iuphar.ligand:7360,AZD1283,,inhibitor,,False,,,
D01218,chembl:CHEMBL172350,EUPAFOLIN,,,,False,,,
D01219,chembl:CHEMBL1329029,TETROQUINONE,,,,False,,,
D01220,rxcui:25138,FLUORESCEIN,,,,True,,,
D01221,iuphar.ligand:6147,[3H]PSB-0413,,inhibitor,,False,,,
D01222,drugbank:DB13326,EUFLAVINE,,,,False,,,
D01223,rxcui:3992,EPINEPHRINE,Small Molecule,,,True,,,
D01224,rxcui:53694,NIMESULIDE,,,,False,,,
D01225,chembl:CHEMBL211670,CHEMBL:CHEMBL211670,,,,False,,,
D01226,iuphar.ligand:1767,BX 667,,inhibitor,,False,,,
D01227,iuphar.ligand:1773,PCMBS,,inhibitor,,False,,,
D01228,rxcui:2233,CEPHALORIDINE,,,,False,,,
D01229,chembl:CHEMBL33864,"LIPOIC ACID, ALPHA",,,,False,,,
D01230,rxcui:45045,AVOBENZONE,,,,True,,,
D01231,iuphar.ligand:5904,PSB-0739,,inhibitor,,False,,,
D01232,chembl:CHEMBL244948,DAPHNETIN,,,,False,,,
D01233,chembl:CHEMBL451197,OXIDOPAMINE HYDROCHLORIDE,,,,False,,,
D01234,rxcui:194000,CAPECITABINE,F-pyrimidines,,,True,,,
D01235,rxcui:1148495,CRIZOTINIB,cMET Inhibitors,,,True,,,
D01236,rxcui:263034,PANITUMUMAB,Antineoplastic Agents,,,True,,,
D01237,rxcui:318341,CETUXIMAB,Antineoplastic Agents,,,True,,,
D01238,rxcui:153329,IRINOTECAN HYDROCHLORIDE,TOPO1 inhibitor,,,True,,,
D01239,iuphar.ligand:1920,ONO-8711,,inhibitor,,False,,,
D01240,iuphar.ligand:1938,I-BOP,,agonist,,False,,,
D01241,ncit:C87372,LAROPIPRANT,Small molecule,inhibitor,,True,,,
D01242,iuphar.ligand:1888,U46619,,agonist,,False,,,
D01243,iuphar.ligand:1985,[3H]SQ-29548,,inhibitor,,False,,,
D01244,iuphar.ligand:1977,KW-3635,,inhibitor,,False,,,
D01245,ncit:C76400,RAMATROBAN,,inhibitor,,True,,,
D01246,iuphar.ligand:9755,PBT-3,,inhibitor,,False,,,
D01247,ncit:C81570,IFETROBAN,,inhibitor,,False,,,
D01248,iuphar.ligand:1978,ONO-3708,,inhibitor,,False,,,
D01249,iuphar.ligand:1898,S-5751,,inhibitor,,False,,,
D01250,ncit:C90753,TERUTROBAN,,inhibitor,,False,,,
D01251,iuphar.ligand:1972,U46609,,agonist,,False,,,
D01252,iuphar.ligand:1983,[125I]SQ-29548,,inhibitor,,False,,,
D01253,iuphar.ligand:3332,I-SAP,,inhibitor,,False,,,
D01254,iuphar.ligand:1973,[125I]BOP,,agonist,,False,,,
D01255,ncit:C79571,CLOPROSTENOL,,agonist,,False,,,
D01256,ncit:C76900,FLUPROSTENOL,,agonist,,False,,,
D01257,iuphar.ligand:1970,CARBOCYCLIC THROMBOXANE A2,,agonist,,False,,,
D01258,ncit:C169873,DALTROBAN,,inhibitor,,False,,,
D01259,rxcui:40138,ILOPROST,Antihypertensive Agents,agonist,,True,,,
D01260,ncit:C65463,DOMITROBAN,,inhibitor,,False,,,
D01261,iuphar.ligand:1949,AH23848,,inhibitor,,False,,,
D01262,iuphar.ligand:1971,EP 171,,agonist,,False,,,
D01263,iuphar.ligand:1982,[125I]SAP,,inhibitor,,False,,,
D01264,iuphar.ligand:1893,CARBACYCLIN,,agonist,,False,,,
D01265,rxcui:3478,DINOPROSTONE,Abortifacient Agents,agonist,,True,,,
D01266,ncit:C76408,VAPIPROST,,inhibitor,,False,,,
D01267,iuphar.ligand:11537,NTP42,,inhibitor,,False,,,
D01268,iuphar.ligand:1939,STA2,,agonist,,False,,,
D01269,iuphar.ligand:6069,"10,10-DIFLUORO TXA2",,agonist,,False,,,
D01270,iuphar.ligand:6071,AGN 191976,,agonist,,False,,,
D01271,rxcui:3477,DINOPROST,,agonist,,False,,,
D01272,iuphar.ligand:1892,BUTAPROST (FREE ACID FORM),,agonist,,False,,,
D01273,iuphar.ligand:1981,[125I]PTA-OH,,inhibitor,,False,,,
D01274,iuphar.ligand:1980,SQ-29548,,inhibitor,,False,,,
D01275,iuphar.ligand:6072,ICI 192605,,inhibitor,,False,,,
D01276,iuphar.ligand:1913,MB-28767,,agonist,,False,,,
D01277,iuphar.ligand:3802,[125I]PYY-(3-36) (HUMAN),,agonist,,False,,,
D01278,iuphar.ligand:1549,NPY-(2-36),,agonist,,False,,,
D01279,iuphar.ligand:1519,[125I]PYY,,agonist,,False,,,
D01280,iuphar.ligand:1536,NPY-(16-36) (PIG),,agonist,,False,,,
D01281,iuphar.ligand:1547,BIIE0246,,inhibitor,,False,,,
D01282,iuphar.ligand:1527,"[LEU31,PRO34]PYY (HUMAN)",,agonist,,False,,,
D01283,iuphar.ligand:1534,C2-NPY (PIG),,agonist,,False,,,
D01284,iuphar.ligand:1545,"[LEU31,PRO34]NPY",,agonist,,False,,,
D01285,iuphar.ligand:3504,JNJ-5207787,,inhibitor,,False,,,
D01286,iuphar.ligand:1518,"[125I]NPY (HUMAN, MOUSE, RAT)",,agonist,,False,,,
D01287,iuphar.ligand:1522,"[ALA31,AIB32]NPY (PIG)",,agonist,,False,,,
D01288,iuphar.ligand:1510,NPY-(3-36) (PIG),,agonist,,False,,,
D01289,iuphar.ligand:1546,[PRO34]PYY (HUMAN),,agonist,,False,,,
D01290,iuphar.ligand:1514,PEPTIDE YY,peptide,agonist,,False,,,
D01291,iuphar.ligand:1539,NPY-(22-36) (PIG),,agonist,,False,,,
D01292,iuphar.ligand:1508,NPY-(2-36) (PIG),,agonist,,False,,,
D01293,iuphar.ligand:1544,[D-TRP32]NPY,,agonist,,False,,,
D01294,iuphar.ligand:1505,NPY,,agonist,,False,,,
D01295,iuphar.ligand:1515,PEPTIDE YY,,agonist,,False,,,
D01296,iuphar.ligand:3627,NEUROPEPTIDE Y-(3-36),,agonist,,False,,,
D01297,iuphar.ligand:1507,NPY-(13-36) (PIG),,agonist,,False,,,
D01298,iuphar.ligand:1517,PYY-(3-36),,agonist,,False,,,
D01299,iuphar.ligand:1540,NPY-(26-36) (PIG),,agonist,,False,,,
D01300,iuphar.ligand:1538,NPY-(20-36) (PIG),,agonist,,False,,,
D01301,iuphar.ligand:1524,"[LEU31,PRO34]NPY (PIG)",,agonist,,False,,,
D01302,iuphar.ligand:1504,NEUROPEPTIDE Y,,agonist,,False,,,
D01303,iuphar.ligand:1516,"PYY-(13-36) (MOUSE, RAT, PIG)",,agonist,,False,,,
D01304,iuphar.ligand:8538,PF-04852946,,inhibitor,,False,,,
D01305,rxcui:42331,MISOPROSTOL,Small Molecule,agonist,,True,,,
D01306,iuphar.ligand:1947,19(R)-OH-PGE2,,agonist,,False,,,
D01307,iuphar.ligand:9283,TG6-129,,inhibitor,,False,,,
D01308,iuphar.ligand:5852,MRE-269,,agonist,,False,,,
D01309,iuphar.ligand:5819,COMPOUND 1 [PMID: 20080612],,modulator,,False,,,
D01310,iuphar.ligand:5817,PF-04418948,,inhibitor,,False,,,
D01311,ncit:C170253,OMIDENEPAG,,agonist,,False,,,
D01312,iuphar.ligand:1928,AH13205,,agonist,,False,,,
D01313,iuphar.ligand:10603,TG11-77,,inhibitor,,False,,,
D01314,iuphar.ligand:12520,TG8-260,,inhibitor,,False,,,
D01315,rxcui:343048,TREPROSTINIL,small molecule,agonist,,True,,,
D01316,iuphar.ligand:1896,AH6809,,inhibitor,,False,,,
D01317,iuphar.ligand:5818,TG4-155,,inhibitor,,False,,,
D01318,ncit:C152512,TAPRENEPAG,,agonist,,False,,,
D01319,iuphar.ligand:10110,PGN-9856,,agonist,,False,,,
D01320,iuphar.ligand:8546,TG7-171,,inhibitor,,False,,,
D01321,iuphar.ligand:1881,PGD2,,agonist,,False,,,
D01322,rxcui:39541,VINORELBINE,Antineoplastic Agents,,,True,,,
D01323,ncit:C226,EFLORNITHINE,,,,False,,,
D01324,rxcui:2049122,BINIMETINIB,Small molecule,,,True,,,
D01325,rxcui:1307298,ENZALUTAMIDE,Small molecule,,,True,,,
